"area_fips","area_title","area_descr","msa_state","msa","msa_states","msa_cities"
"C1698","Chicago-Naperville-Elgin, IL-IN-WI MSA","Chicago-Naperville-Elgin","IL-IN-WI","MSA","IN","Elgin"
"C1698","Chicago-Naperville-Elgin, IL-IN-WI MSA","Chicago-Naperville-Elgin","IL-IN-WI","MSA","WI","Chicago"
"C1698","Chicago-Naperville-Elgin, IL-IN-WI MSA","Chicago-Naperville-Elgin","IL-IN-WI","MSA","WI","Naperville"
"C1698","Chicago-Naperville-Elgin, IL-IN-WI MSA","Chicago-Naperville-Elgin","IL-IN-WI","MSA","WI","Elgin"
"C1702","Chico, CA MSA","Chico","CA","MSA","CA","Chico"
"C1714","Cincinnati, OH-KY-IN MSA","Cincinnati","OH-KY-IN","MSA","OH","Cincinnati"
"C1714","Cincinnati, OH-KY-IN MSA","Cincinnati","OH-KY-IN","MSA","KY","Cincinnati"
"C1714","Cincinnati, OH-KY-IN MSA","Cincinnati","OH-KY-IN","MSA","IN","Cincinnati"
"C1730","Clarksville, TN-KY MSA","Clarksville","TN-KY","MSA","TN","Clarksville"
"C1730","Clarksville, TN-KY MSA","Clarksville","TN-KY","MSA","KY","Clarksville"
"C1742","Cleveland, TN MSA","Cleveland","TN","MSA","TN","Cleveland"
"C1746","Cleveland-Elyria, OH MSA","Cleveland-Elyria","OH","MSA","OH","Cleveland"
"C1746","Cleveland-Elyria, OH MSA","Cleveland-Elyria","OH","MSA","OH","Elyria"
"C1766","Coeur d'Alene, ID MSA","Coeur d'Alene","ID","MSA","ID","Coeur d'Alene"
"C1778","College Station-Bryan, TX MSA","College Station-Bryan","TX","MSA","TX","College Station"
"C1778","College Station-Bryan, TX MSA","College Station-Bryan","TX","MSA","TX","Bryan"
"C1782","Colorado Springs, CO MSA","Colorado Springs","CO","MSA","CO","Colorado Springs"
"C1786","Columbia, MO MSA","Columbia","MO","MSA","MO","Columbia"
"C1790","Columbia, SC MSA","Columbia","SC","MSA","SC","Columbia"
"C1798","Columbus, GA-AL MSA","Columbus","GA-AL","MSA","GA","Columbus"
"C1798","Columbus, GA-AL MSA","Columbus","GA-AL","MSA","AL","Columbus"
"C1802","Columbus, IN MSA","Columbus","IN","MSA","IN","Columbus"
"C1814","Columbus, OH MSA","Columbus","OH","MSA","OH","Columbus"
"C1858","Corpus Christi, TX MSA","Corpus Christi","TX","MSA","TX","Corpus Christi"
"C1870","Corvallis, OR MSA","Corvallis","OR","MSA","OR","Corvallis"
"C1888","Crestview-Fort Walton Beach-Destin, FL MSA","Crestview-Fort Walton Beach-Destin","FL","MSA","FL","Crestview"
"C1888","Crestview-Fort Walton Beach-Destin, FL MSA","Crestview-Fort Walton Beach-Destin","FL","MSA","FL","Fort Walton Beach"
"C1888","Crestview-Fort Walton Beach-Destin, FL MSA","Crestview-Fort Walton Beach-Destin","FL","MSA","FL","Destin"
"C1906","Cumberland, MD-WV MSA","Cumberland","MD-WV","MSA","MD","Cumberland"
"C1906","Cumberland, MD-WV MSA","Cumberland","MD-WV","MSA","WV","Cumberland"
"C1910","Dallas-Fort Worth-Arlington, TX MSA","Dallas-Fort Worth-Arlington","TX","MSA","TX","Dallas"
"C1910","Dallas-Fort Worth-Arlington, TX MSA","Dallas-Fort Worth-Arlington","TX","MSA","TX","Fort Worth"
"C1910","Dallas-Fort Worth-Arlington, TX MSA","Dallas-Fort Worth-Arlington","TX","MSA","TX","Arlington"
"C1914","Dalton, GA MSA","Dalton","GA","MSA","GA","Dalton"
"C1918","Danville, IL MSA","Danville","IL","MSA","IL","Danville"
"C1930","Daphne-Fairhope-Foley, AL MSA","Daphne-Fairhope-Foley","AL","MSA","AL","Daphne"
"C1930","Daphne-Fairhope-Foley, AL MSA","Daphne-Fairhope-Foley","AL","MSA","AL","Fairhope"
"C1930","Daphne-Fairhope-Foley, AL MSA","Daphne-Fairhope-Foley","AL","MSA","AL","Foley"
"C1934","Davenport-Moline-Rock Island, IA-IL MSA","Davenport-Moline-Rock Island","IA-IL","MSA","IA","Davenport"
"C1934","Davenport-Moline-Rock Island, IA-IL MSA","Davenport-Moline-Rock Island","IA-IL","MSA","IA","Moline"
"C1934","Davenport-Moline-Rock Island, IA-IL MSA","Davenport-Moline-Rock Island","IA-IL","MSA","IA","Rock Island"
"C1934","Davenport-Moline-Rock Island, IA-IL MSA","Davenport-Moline-Rock Island","IA-IL","MSA","IL","Davenport"
"C1934","Davenport-Moline-Rock Island, IA-IL MSA","Davenport-Moline-Rock Island","IA-IL","MSA","IL","Moline"
"C1934","Davenport-Moline-Rock Island, IA-IL MSA","Davenport-Moline-Rock Island","IA-IL","MSA","IL","Rock Island"
"C1938","Dayton, OH MSA","Dayton","OH","MSA","OH","Dayton"
"C1946","Decatur, AL MSA","Decatur","AL","MSA","AL","Decatur"
"C1950","Decatur, IL MSA","Decatur","IL","MSA","IL","Decatur"
"C1966","Deltona-Daytona Beach-Ormond Beach, FL MSA","Deltona-Daytona Beach-Ormond Beach","FL","MSA","FL","Deltona"
"C1966","Deltona-Daytona Beach-Ormond Beach, FL MSA","Deltona-Daytona Beach-Ormond Beach","FL","MSA","FL","Daytona Beach"
"C1966","Deltona-Daytona Beach-Ormond Beach, FL MSA","Deltona-Daytona Beach-Ormond Beach","FL","MSA","FL","Ormond Beach"
"C1974","Denver-Aurora-Lakewood, CO MSA","Denver-Aurora-Lakewood","CO","MSA","CO","Denver"
"C1974","Denver-Aurora-Lakewood, CO MSA","Denver-Aurora-Lakewood","CO","MSA","CO","Aurora"
"C1974","Denver-Aurora-Lakewood, CO MSA","Denver-Aurora-Lakewood","CO","MSA","CO","Lakewood"
"C1978","Des Moines-West Des Moines, IA MSA","Des Moines-West Des Moines","IA","MSA","IA","Des Moines"
"C1978","Des Moines-West Des Moines, IA MSA","Des Moines-West Des Moines","IA","MSA","IA","West Des Moines"
"C1982","Detroit-Warren-Dearborn, MI MSA","Detroit-Warren-Dearborn","MI","MSA","MI","Detroit"
"C1982","Detroit-Warren-Dearborn, MI MSA","Detroit-Warren-Dearborn","MI","MSA","MI","Warren"
"C1982","Detroit-Warren-Dearborn, MI MSA","Detroit-Warren-Dearborn","MI","MSA","MI","Dearborn"
"C2002","Dothan, AL MSA","Dothan","AL","MSA","AL","Dothan"
"C2010","Dover, DE MSA","Dover","DE","MSA","DE","Dover"
"C2022","Dubuque, IA MSA","Dubuque","IA","MSA","IA","Dubuque"
"C2026","Duluth, MN-WI MSA","Duluth","MN-WI","MSA","MN","Duluth"
"C2026","Duluth, MN-WI MSA","Duluth","MN-WI","MSA","WI","Duluth"
"C2050","Durham-Chapel Hill, NC MSA","Durham-Chapel Hill","NC","MSA","NC","Durham"
"C2050","Durham-Chapel Hill, NC MSA","Durham-Chapel Hill","NC","MSA","NC","Chapel Hill"
"C2070","East Stroudsburg, PA MSA","East Stroudsburg","PA","MSA","PA","East Stroudsburg"
"C2074","Eau Claire, WI MSA","Eau Claire","WI","MSA","WI","Eau Claire"
"C2094","El Centro, CA MSA","El Centro","CA","MSA","CA","El Centro"
"C2106","Elizabethtown-Fort Knox, KY MSA","Elizabethtown-Fort Knox","KY","MSA","KY","Elizabethtown"
"C2106","Elizabethtown-Fort Knox, KY MSA","Elizabethtown-Fort Knox","KY","MSA","KY","Fort Knox"
"C2114","Elkhart-Goshen, IN MSA","Elkhart-Goshen","IN","MSA","IN","Elkhart"
"C2114","Elkhart-Goshen, IN MSA","Elkhart-Goshen","IN","MSA","IN","Goshen"
"C2130","Elmira, NY MSA","Elmira","NY","MSA","NY","Elmira"
"C2134","El Paso, TX MSA","El Paso","TX","MSA","TX","El Paso"
"C2150","Erie, PA MSA","Erie","PA","MSA","PA","Erie"
"C2166","Eugene, OR MSA","Eugene","OR","MSA","OR","Eugene"
"C2178","Evansville, IN-KY MSA","Evansville","IN-KY","MSA","IN","Evansville"
"C2178","Evansville, IN-KY MSA","Evansville","IN-KY","MSA","KY","Evansville"
"C2182","Fairbanks, AK MSA","Fairbanks","AK","MSA","AK","Fairbanks"
"C2194","Fajardo, PR MSA","Fajardo","PR","MSA","PR","Fajardo"
"C2202","Fargo, ND-MN MSA","Fargo","ND-MN","MSA","ND","Fargo"
"C2202","Fargo, ND-MN MSA","Fargo","ND-MN","MSA","MN","Fargo"
"C2214","Farmington, NM MSA","Farmington","NM","MSA","NM","Farmington"
"C2218","Fayetteville, NC MSA","Fayetteville","NC","MSA","NC","Fayetteville"
"C2222","Fayetteville-Springdale-Rogers, AR-MO MSA","Fayetteville-Springdale-Rogers","AR-MO","MSA","AR","Fayetteville"
"C2222","Fayetteville-Springdale-Rogers, AR-MO MSA","Fayetteville-Springdale-Rogers","AR-MO","MSA","AR","Springdale"
"C2222","Fayetteville-Springdale-Rogers, AR-MO MSA","Fayetteville-Springdale-Rogers","AR-MO","MSA","AR","Rogers"
"C2222","Fayetteville-Springdale-Rogers, AR-MO MSA","Fayetteville-Springdale-Rogers","AR-MO","MSA","MO","Fayetteville"
"C2222","Fayetteville-Springdale-Rogers, AR-MO MSA","Fayetteville-Springdale-Rogers","AR-MO","MSA","MO","Springdale"
"C2222","Fayetteville-Springdale-Rogers, AR-MO MSA","Fayetteville-Springdale-Rogers","AR-MO","MSA","MO","Rogers"
"C2238","Flagstaff, AZ MSA","Flagstaff","AZ","MSA","AZ","Flagstaff"
"C2242","Flint, MI MSA","Flint","MI","MSA","MI","Flint"
"C2246","Florence, AL MSA","Florence","AL","MSA","AL","Florence"
"C2250","Florence, SC MSA","Florence","SC","MSA","SC","Florence"
"C2252","Florence-Muscle Shoals, AL MSA","Florence-Muscle Shoals","AL","MSA","AL","Florence"
"C2252","Florence-Muscle Shoals, AL MSA","Florence-Muscle Shoals","AL","MSA","AL","Muscle Shoals"
"C2254","Fond du Lac, WI MSA","Fond du Lac","WI","MSA","WI","Fond du Lac"
"C2266","Fort Collins, CO MSA","Fort Collins","CO","MSA","CO","Fort Collins"
"C2290","Fort Smith, AR-OK MSA","Fort Smith","AR-OK","MSA","AR","Fort Smith"
"C2290","Fort Smith, AR-OK MSA","Fort Smith","AR-OK","MSA","OK","Fort Smith"
"C2302","Fort Walton Beach-Crestview-Destin, FL MSA","Fort Walton Beach-Crestview-Destin","FL","MSA","FL","Fort Walton Beach"
"C2302","Fort Walton Beach-Crestview-Destin, FL MSA","Fort Walton Beach-Crestview-Destin","FL","MSA","FL","Crestview"
"C2302","Fort Walton Beach-Crestview-Destin, FL MSA","Fort Walton Beach-Crestview-Destin","FL","MSA","FL","Destin"
"C2306","Fort Wayne, IN MSA","Fort Wayne","IN","MSA","IN","Fort Wayne"
"C2342","Fresno, CA MSA","Fresno","CA","MSA","CA","Fresno"
"C2346","Gadsden, AL MSA","Gadsden","AL","MSA","AL","Gadsden"
"C2354","Gainesville, FL MSA","Gainesville","FL","MSA","FL","Gainesville"
"C2358","Gainesville, GA MSA","Gainesville","GA","MSA","GA","Gainesville"
"C2390","Gettysburg, PA MSA","Gettysburg","PA","MSA","PA","Gettysburg"
"C2402","Glens Falls, NY MSA","Glens Falls","NY","MSA","NY","Glens Falls"
"C2414","Goldsboro, NC MSA","Goldsboro","NC","MSA","NC","Goldsboro"
"C2422","Grand Forks, ND-MN MSA","Grand Forks","ND-MN","MSA","ND","Grand Forks"
"C2422","Grand Forks, ND-MN MSA","Grand Forks","ND-MN","MSA","MN","Grand Forks"
"C2426","Grand Island, NE MSA","Grand Island","NE","MSA","NE","Grand Island"
"C2430","Grand Junction, CO MSA","Grand Junction","CO","MSA","CO","Grand Junction"
"C2434","Grand Rapids-Wyoming, MI MSA","Grand Rapids-Wyoming","MI","MSA","MI","Grand Rapids"
"C2434","Grand Rapids-Wyoming, MI MSA","Grand Rapids-Wyoming","MI","MSA","MI","Wyoming"
"C2442","Grants Pass, OR MSA","Grants Pass","OR","MSA","OR","Grants Pass"
"C2450","Great Falls, MT MSA","Great Falls","MT","MSA","MT","Great Falls"
"C2454","Greeley, CO MSA","Greeley","CO","MSA","CO","Greeley"
"C2458","Green Bay, WI MSA","Green Bay","WI","MSA","WI","Green Bay"
"C2466","Greensboro-High Point, NC MSA","Greensboro-High Point","NC","MSA","NC","Greensboro"
"C2466","Greensboro-High Point, NC MSA","Greensboro-High Point","NC","MSA","NC","High Point"
"C2478","Greenville, NC MSA","Greenville","NC","MSA","NC","Greenville"
"C2486","Greenville-Anderson-Mauldin, SC MSA","Greenville-Anderson-Mauldin","SC","MSA","SC","Greenville"
"C2486","Greenville-Anderson-Mauldin, SC MSA","Greenville-Anderson-Mauldin","SC","MSA","SC","Anderson"
"C2486","Greenville-Anderson-Mauldin, SC MSA","Greenville-Anderson-Mauldin","SC","MSA","SC","Mauldin"
"C2502","Guayama, PR MSA","Guayama","PR","MSA","PR","Guayama"
"C2506","Gulfport-Biloxi-Pascagoula, MS MSA","Gulfport-Biloxi-Pascagoula","MS","MSA","MS","Gulfport"
"C2506","Gulfport-Biloxi-Pascagoula, MS MSA","Gulfport-Biloxi-Pascagoula","MS","MSA","MS","Biloxi"
"C2506","Gulfport-Biloxi-Pascagoula, MS MSA","Gulfport-Biloxi-Pascagoula","MS","MSA","MS","Pascagoula"
"C2518","Hagerstown-Martinsburg, MD-WV MSA","Hagerstown-Martinsburg","MD-WV","MSA","MD","Hagerstown"
"C2518","Hagerstown-Martinsburg, MD-WV MSA","Hagerstown-Martinsburg","MD-WV","MSA","MD","Martinsburg"
"C2518","Hagerstown-Martinsburg, MD-WV MSA","Hagerstown-Martinsburg","MD-WV","MSA","WV","Hagerstown"
"C2518","Hagerstown-Martinsburg, MD-WV MSA","Hagerstown-Martinsburg","MD-WV","MSA","WV","Martinsburg"
"C2522","Hammond, LA MSA","Hammond","LA","MSA","LA","Hammond"
"C2526","Hanford-Corcoran, CA MSA","Hanford-Corcoran","CA","MSA","CA","Hanford"
"C2526","Hanford-Corcoran, CA MSA","Hanford-Corcoran","CA","MSA","CA","Corcoran"
"C2542","Harrisburg-Carlisle, PA MSA","Harrisburg-Carlisle","PA","MSA","PA","Harrisburg"
"C2542","Harrisburg-Carlisle, PA MSA","Harrisburg-Carlisle","PA","MSA","PA","Carlisle"
"C2550","Harrisonburg, VA MSA","Harrisonburg","VA","MSA","VA","Harrisonburg"
"C2554","Hartford-West Hartford-East Hartford, CT MSA","Hartford-West Hartford-East Hartford","CT","MSA","CT","Hartford"
"C2554","Hartford-West Hartford-East Hartford, CT MSA","Hartford-West Hartford-East Hartford","CT","MSA","CT","West Hartford"
"C2554","Hartford-West Hartford-East Hartford, CT MSA","Hartford-West Hartford-East Hartford","CT","MSA","CT","East Hartford"
"C2562","Hattiesburg, MS MSA","Hattiesburg","MS","MSA","MS","Hattiesburg"
"C2586","Hickory-Lenoir-Morganton, NC MSA","Hickory-Lenoir-Morganton","NC","MSA","NC","Hickory"
"C2586","Hickory-Lenoir-Morganton, NC MSA","Hickory-Lenoir-Morganton","NC","MSA","NC","Lenoir"
"C2586","Hickory-Lenoir-Morganton, NC MSA","Hickory-Lenoir-Morganton","NC","MSA","NC","Morganton"
"C2594","Hilton Head Island-Bluffton-Beaufort, SC MSA","Hilton Head Island-Bluffton-Beaufort","SC","MSA","SC","Hilton Head Island"
"C2594","Hilton Head Island-Bluffton-Beaufort, SC MSA","Hilton Head Island-Bluffton-Beaufort","SC","MSA","SC","Bluffton"
"C2594","Hilton Head Island-Bluffton-Beaufort, SC MSA","Hilton Head Island-Bluffton-Beaufort","SC","MSA","SC","Beaufort"
"C2598","Hinesville, GA MSA","Hinesville","GA","MSA","GA","Hinesville"
"C2610","Holland-Grand Haven, MI MSA","Holland-Grand Haven","MI","MSA","MI","Holland"
"C2610","Holland-Grand Haven, MI MSA","Holland-Grand Haven","MI","MSA","MI","Grand Haven"
"C2614","Homosassa Springs, FL MSA","Homosassa Springs","FL","MSA","FL","Homosassa Springs"
"C2618","Honolulu, HI MSA","Honolulu","HI","MSA","HI","Honolulu"
"C2630","Hot Springs, AR MSA","Hot Springs","AR","MSA","AR","Hot Springs"
"C2638","Houma-Thibodaux, LA MSA","Houma-Thibodaux","LA","MSA","LA","Houma"
"C2638","Houma-Thibodaux, LA MSA","Houma-Thibodaux","LA","MSA","LA","Thibodaux"
"C2642","Houston-The Woodlands-Sugar Land, TX MSA","Houston-The Woodlands-Sugar Land","TX","MSA","TX","Houston"
"C2642","Houston-The Woodlands-Sugar Land, TX MSA","Houston-The Woodlands-Sugar Land","TX","MSA","TX","The Woodlands"
"C2642","Houston-The Woodlands-Sugar Land, TX MSA","Houston-The Woodlands-Sugar Land","TX","MSA","TX","Sugar Land"
"C2658","Huntington-Ashland, WV-KY-OH MSA","Huntington-Ashland","WV-KY-OH","MSA","WV","Huntington"
"C2658","Huntington-Ashland, WV-KY-OH MSA","Huntington-Ashland","WV-KY-OH","MSA","WV","Ashland"
"C2658","Huntington-Ashland, WV-KY-OH MSA","Huntington-Ashland","WV-KY-OH","MSA","KY","Huntington"
"C2658","Huntington-Ashland, WV-KY-OH MSA","Huntington-Ashland","WV-KY-OH","MSA","KY","Ashland"
"C2658","Huntington-Ashland, WV-KY-OH MSA","Huntington-Ashland","WV-KY-OH","MSA","OH","Huntington"
"C2658","Huntington-Ashland, WV-KY-OH MSA","Huntington-Ashland","WV-KY-OH","MSA","OH","Ashland"
"C2662","Huntsville, AL MSA","Huntsville","AL","MSA","AL","Huntsville"
"C2682","Idaho Falls, ID MSA","Idaho Falls","ID","MSA","ID","Idaho Falls"
"C2690","Indianapolis-Carmel-Anderson, IN MSA","Indianapolis-Carmel-Anderson","IN","MSA","IN","Indianapolis"
"C2690","Indianapolis-Carmel-Anderson, IN MSA","Indianapolis-Carmel-Anderson","IN","MSA","IN","Carmel"
"C2690","Indianapolis-Carmel-Anderson, IN MSA","Indianapolis-Carmel-Anderson","IN","MSA","IN","Anderson"
"C2698","Iowa City, IA MSA","Iowa City","IA","MSA","IA","Iowa City"
"C2706","Ithaca, NY MSA","Ithaca","NY","MSA","NY","Ithaca"
"C2710","Jackson, MI MSA","Jackson","MI","MSA","MI","Jackson"
"C2714","Jackson, MS MSA","Jackson","MS","MSA","MS","Jackson"
"C2718","Jackson, TN MSA","Jackson","TN","MSA","TN","Jackson"
"C2726","Jacksonville, FL MSA","Jacksonville","FL","MSA","FL","Jacksonville"
"C2734","Jacksonville, NC MSA","Jacksonville","NC","MSA","NC","Jacksonville"
"C2750","Janesville-Beloit, WI MSA","Janesville-Beloit","WI","MSA","WI","Janesville"
"C2750","Janesville-Beloit, WI MSA","Janesville-Beloit","WI","MSA","WI","Beloit"
"C2762","Jefferson City, MO MSA","Jefferson City","MO","MSA","MO","Jefferson City"
"C2774","Johnson City, TN MSA","Johnson City","TN","MSA","TN","Johnson City"
"C2778","Johnstown, PA MSA","Johnstown","PA","MSA","PA","Johnstown"
"C2786","Jonesboro, AR MSA","Jonesboro","AR","MSA","AR","Jonesboro"
"C2790","Joplin, MO MSA","Joplin","MO","MSA","MO","Joplin"
"C2798","Kahului-Wailuku-Lahaina, HI MSA","Kahului-Wailuku-Lahaina","HI","MSA","HI","Kahului"
"C2798","Kahului-Wailuku-Lahaina, HI MSA","Kahului-Wailuku-Lahaina","HI","MSA","HI","Wailuku"
"C2798","Kahului-Wailuku-Lahaina, HI MSA","Kahului-Wailuku-Lahaina","HI","MSA","HI","Lahaina"
"C2802","Kalamazoo-Portage, MI MSA","Kalamazoo-Portage","MI","MSA","MI","Kalamazoo"
"C2802","Kalamazoo-Portage, MI MSA","Kalamazoo-Portage","MI","MSA","MI","Portage"
"C2810","Kankakee, IL MSA","Kankakee","IL","MSA","IL","Kankakee"
"C2814","Kansas City, MO-KS MSA","Kansas City","MO-KS","MSA","MO","Kansas City"
"C2814","Kansas City, MO-KS MSA","Kansas City","MO-KS","MSA","KS","Kansas City"
"C2842","Kennewick-Richland, WA MSA","Kennewick-Richland","WA","MSA","WA","Kennewick"
"C2842","Kennewick-Richland, WA MSA","Kennewick-Richland","WA","MSA","WA","Richland"
"C2866","Killeen-Temple, TX MSA","Killeen-Temple","TX","MSA","TX","Killeen"
"C2866","Killeen-Temple, TX MSA","Killeen-Temple","TX","MSA","TX","Temple"
"C2870","Kingsport-Bristol-Bristol, TN-VA MSA","Kingsport-Bristol-Bristol","TN-VA","MSA","TN","Kingsport"
"C2870","Kingsport-Bristol-Bristol, TN-VA MSA","Kingsport-Bristol-Bristol","TN-VA","MSA","TN","Bristol"
"C2870","Kingsport-Bristol-Bristol, TN-VA MSA","Kingsport-Bristol-Bristol","TN-VA","MSA","TN","Bristol"
"C2870","Kingsport-Bristol-Bristol, TN-VA MSA","Kingsport-Bristol-Bristol","TN-VA","MSA","VA","Kingsport"
"C2870","Kingsport-Bristol-Bristol, TN-VA MSA","Kingsport-Bristol-Bristol","TN-VA","MSA","VA","Bristol"
"C2870","Kingsport-Bristol-Bristol, TN-VA MSA","Kingsport-Bristol-Bristol","TN-VA","MSA","VA","Bristol"
"C2874","Kingston, NY MSA","Kingston","NY","MSA","NY","Kingston"
"C2894","Knoxville, TN MSA","Knoxville","TN","MSA","TN","Knoxville"
"C2902","Kokomo, IN MSA","Kokomo","IN","MSA","IN","Kokomo"
"C2910","La Crosse-Onalaska, WI-MN MSA","La Crosse-Onalaska","WI-MN","MSA","WI","La Crosse"
"C2910","La Crosse-Onalaska, WI-MN MSA","La Crosse-Onalaska","WI-MN","MSA","WI","Onalaska"
"C2910","La Crosse-Onalaska, WI-MN MSA","La Crosse-Onalaska","WI-MN","MSA","MN","La Crosse"
"C2910","La Crosse-Onalaska, WI-MN MSA","La Crosse-Onalaska","WI-MN","MSA","MN","Onalaska"
"C2914","Lafayette, IN MSA","Lafayette","IN","MSA","IN","Lafayette"
"C2918","Lafayette, LA MSA","Lafayette","LA","MSA","LA","Lafayette"
"C2920","Lafayette-West Lafayette, IN MSA","Lafayette-West Lafayette","IN","MSA","IN","Lafayette"
"C2920","Lafayette-West Lafayette, IN MSA","Lafayette-West Lafayette","IN","MSA","IN","West Lafayette"
"C2934","Lake Charles, LA MSA","Lake Charles","LA","MSA","LA","Lake Charles"
"C2942","Lake Havasu City-Kingman, AZ MSA","Lake Havasu City-Kingman","AZ","MSA","AZ","Lake Havasu City"
"C2942","Lake Havasu City-Kingman, AZ MSA","Lake Havasu City-Kingman","AZ","MSA","AZ","Kingman"
"C2946","Lakeland-Winter Haven, FL MSA","Lakeland-Winter Haven","FL","MSA","FL","Lakeland"
"C2946","Lakeland-Winter Haven, FL MSA","Lakeland-Winter Haven","FL","MSA","FL","Winter Haven"
"C2954","Lancaster, PA MSA","Lancaster","PA","MSA","PA","Lancaster"
"C2962","Lansing-East Lansing, MI MSA","Lansing-East Lansing","MI","MSA","MI","Lansing"
"C2962","Lansing-East Lansing, MI MSA","Lansing-East Lansing","MI","MSA","MI","East Lansing"
"C2970","Laredo, TX MSA","Laredo","TX","MSA","TX","Laredo"
"C2974","Las Cruces, NM MSA","Las Cruces","NM","MSA","NM","Las Cruces"
"C2982","Las Vegas-Henderson-Paradise, NV MSA","Las Vegas-Henderson-Paradise","NV","MSA","NV","Las Vegas"
"C2982","Las Vegas-Henderson-Paradise, NV MSA","Las Vegas-Henderson-Paradise","NV","MSA","NV","Henderson"
"C2982","Las Vegas-Henderson-Paradise, NV MSA","Las Vegas-Henderson-Paradise","NV","MSA","NV","Paradise"
"C2994","Lawrence, KS MSA","Lawrence","KS","MSA","KS","Lawrence"
"C3002","Lawton, OK MSA","Lawton","OK","MSA","OK","Lawton"
"C3014","Lebanon, PA MSA","Lebanon","PA","MSA","PA","Lebanon"
"C3030","Lewiston, ID-WA MSA","Lewiston","ID-WA","MSA","ID","Lewiston"
"C3030","Lewiston, ID-WA MSA","Lewiston","ID-WA","MSA","WA","Lewiston"
"C3034","Lewiston-Auburn, ME MSA","Lewiston-Auburn","ME","MSA","ME","Lewiston"
"C3034","Lewiston-Auburn, ME MSA","Lewiston-Auburn","ME","MSA","ME","Auburn"
"C3046","Lexington-Fayette, KY MSA","Lexington-Fayette","KY","MSA","KY","Lexington"
"C3046","Lexington-Fayette, KY MSA","Lexington-Fayette","KY","MSA","KY","Fayette"
"C3062","Lima, OH MSA","Lima","OH","MSA","OH","Lima"
"C3070","Lincoln, NE MSA","Lincoln","NE","MSA","NE","Lincoln"
"C3078","Little Rock-North Little Rock-Conway, AR MSA","Little Rock-North Little Rock-Conway","AR","MSA","AR","Little Rock"
"C3078","Little Rock-North Little Rock-Conway, AR MSA","Little Rock-North Little Rock-Conway","AR","MSA","AR","North Little Rock"
"C3078","Little Rock-North Little Rock-Conway, AR MSA","Little Rock-North Little Rock-Conway","AR","MSA","AR","Conway"
"C3086","Logan, UT-ID MSA","Logan","UT-ID","MSA","UT","Logan"
"C3086","Logan, UT-ID MSA","Logan","UT-ID","MSA","ID","Logan"
"C3098","Longview, TX MSA","Longview","TX","MSA","TX","Longview"
"C3102","Longview, WA MSA","Longview","WA","MSA","WA","Longview"
"C3108","Los Angeles-Long Beach-Anaheim, CA MSA","Los Angeles-Long Beach-Anaheim","CA","MSA","CA","Los Angeles"
"C3108","Los Angeles-Long Beach-Anaheim, CA MSA","Los Angeles-Long Beach-Anaheim","CA","MSA","CA","Long Beach"
"C3108","Los Angeles-Long Beach-Anaheim, CA MSA","Los Angeles-Long Beach-Anaheim","CA","MSA","CA","Anaheim"
"C3110","Los Angeles-Long Beach-Santa Ana, CA MSA","Los Angeles-Long Beach-Santa Ana","CA","MSA","CA","Los Angeles"
"C3110","Los Angeles-Long Beach-Santa Ana, CA MSA","Los Angeles-Long Beach-Santa Ana","CA","MSA","CA","Long Beach"
"C3110","Los Angeles-Long Beach-Santa Ana, CA MSA","Los Angeles-Long Beach-Santa Ana","CA","MSA","CA","Santa Ana"
"C3114","Louisville-Jefferson County, KY-IN MSA","Louisville-Jefferson County","KY-IN","MSA","KY","Louisville"
"C3114","Louisville-Jefferson County, KY-IN MSA","Louisville-Jefferson County","KY-IN","MSA","KY","Jefferson County"
"C3114","Louisville-Jefferson County, KY-IN MSA","Louisville-Jefferson County","KY-IN","MSA","IN","Louisville"
"C3114","Louisville-Jefferson County, KY-IN MSA","Louisville-Jefferson County","KY-IN","MSA","IN","Jefferson County"
"C3118","Lubbock, TX MSA","Lubbock","TX","MSA","TX","Lubbock"
"C3134","Lynchburg, VA MSA","Lynchburg","VA","MSA","VA","Lynchburg"
"C3142","Macon, GA MSA","Macon","GA","MSA","GA","Macon"
"C3146","Madera, CA MSA","Madera","CA","MSA","CA","Madera"
"C3154","Madison, WI MSA","Madison","WI","MSA","WI","Madison"
"C3170","Manchester-Nashua, NH MSA","Manchester-Nashua","NH","MSA","NH","Manchester"
"C3170","Manchester-Nashua, NH MSA","Manchester-Nashua","NH","MSA","NH","Nashua"
"C3174","Manhattan, KS MSA","Manhattan","KS","MSA","KS","Manhattan"
"C3186","Mankato-North Mankato, MN MSA","Mankato-North Mankato","MN","MSA","MN","Mankato"
"C3186","Mankato-North Mankato, MN MSA","Mankato-North Mankato","MN","MSA","MN","North Mankato"
"C3190","Mansfield, OH MSA","Mansfield","OH","MSA","OH","Mansfield"
"C3242","Mayaguez, PR MSA","Mayaguez","PR","MSA","PR","Mayaguez"
"C3258","McAllen-Edinburg-Mission, TX MSA","McAllen-Edinburg-Mission","TX","MSA","TX","McAllen"
"C3258","McAllen-Edinburg-Mission, TX MSA","McAllen-Edinburg-Mission","TX","MSA","TX","Edinburg"
"C3258","McAllen-Edinburg-Mission, TX MSA","McAllen-Edinburg-Mission","TX","MSA","TX","Mission"
"C3278","Medford, OR MSA","Medford","OR","MSA","OR","Medford"
"C3282","Memphis, TN-MS-AR MSA","Memphis","TN-MS-AR","MSA","TN","Memphis"
